Date,Team,Passing Cmp%
2021-11-07,West Ham United,68.7
2021-11-20,West Ham United,83.3
2021-11-28,West Ham United,74.5
2021-12-01,West Ham United,68.5
2021-12-04,West Ham United,73.0
2021-12-12,West Ham United,71.1
2021-12-15,West Ham United,78.6
2021-12-26,West Ham United,75.3
2021-12-28,West Ham United,72.2
2022-01-01,West Ham United,72.4
2022-01-12,West Ham United,81.7
2022-01-16,West Ham United,69.3
2022-01-22,West Ham United,72.6
2022-02-08,West Ham United,78.9
2022-02-13,West Ham United,76.5
2022-02-19,West Ham United,73.5
2022-02-27,West Ham United,76.5
2022-03-05,West Ham United,70.4
2022-03-13,West Ham United,80.2
2022-03-20,West Ham United,87.3
2022-04-03,West Ham United,81.9
2022-04-10,West Ham United,82.1
2022-04-17,West Ham United,80.9
2022-04-24,West Ham United,72.6
2022-05-01,West Ham United,83.5
2022-05-08,West Ham United,88.8
2022-05-15,West Ham United,64.7
2022-05-22,West Ham United,78.0
2017-08-13,Newcastle United,62.8
2017-08-20,Newcastle United,70.2
2017-08-26,Newcastle United,61.7
2017-09-10,Newcastle United,71.1
2017-09-16,Newcastle United,68.1
2017-09-24,Newcastle United,77.7
2017-10-01,Newcastle United,65.0
2017-10-15,Newcastle United,70.8
2017-10-21,Newcastle United,77.4
2017-10-30,Newcastle United,76.7
2017-11-04,Newcastle United,70.6
2017-11-18,Newcastle United,74.8
2017-11-25,Newcastle United,75.5
2017-11-28,Newcastle United,77.0
2017-12-02,Newcastle United,75.4
2017-12-09,Newcastle United,67.0
2017-12-13,Newcastle United,73.7
2017-12-16,Newcastle United,65.4
2017-12-23,Newcastle United,60.8
2017-12-27,Newcastle United,60.4
2017-12-30,Newcastle United,69.8
2018-01-01,Newcastle United,66.4
2018-01-13,Newcastle United,73.2
2018-01-20,Newcastle United,58.2
2018-01-31,Newcastle United,69.3
2018-02-04,Newcastle United,68.7
2018-02-11,Newcastle United,68.5
2018-02-24,Newcastle United,67.2
2018-03-03,Newcastle United,66.6
2018-03-10,Newcastle United,63.3
2018-03-31,Newcastle United,78.8
2018-04-07,Newcastle United,58.5
2018-04-15,Newcastle United,63.4
2018-04-23,Newcastle United,62.0
2018-04-28,Newcastle United,78.8
2018-05-05,Newcastle United,79.8
2018-05-09,Newcastle United,65.4
2018-05-13,Newcastle United,75.6
2018-08-11,Newcastle United,68.3
2018-08-18,Newcastle United,59.8
2018-08-26,Newcastle United,63.9
2018-09-01,Newcastle United,62.8
2018-09-15,Newcastle United,64.0
2018-09-22,Newcastle United,67.4
2018-09-29,Newcastle United,72.1
2018-10-06,Newcastle United,57.1
2018-10-20,Newcastle United,78.0
2018-10-27,Newcastle United,70.4
2018-11-03,Newcastle United,64.8
2018-11-10,Newcastle United,65.6
2018-11-26,Newcastle United,78.7
2018-12-01,Newcastle United,78.8
2018-12-05,Newcastle United,62.5
2018-12-09,Newcastle United,76.1
2018-12-15,Newcastle United,55.2
2018-12-22,Newcastle United,77.5
2018-12-26,Newcastle United,61.9
2018-12-29,Newcastle United,67.6
2019-01-02,Newcastle United,70.0
2019-01-12,Newcastle United,72.9
2019-01-19,Newcastle United,73.3
2019-01-29,Newcastle United,62.8
2019-02-02,Newcastle United,66.8
2019-02-11,Newcastle United,72.2
2019-02-23,Newcastle United,80.1
2019-02-26,Newcastle United,72.4
2019-03-02,Newcastle United,76.6
2019-03-09,Newcastle United,67.2
2019-03-16,Newcastle United,73.6
2019-04-01,Newcastle United,64.2
2019-04-06,Newcastle United,78.2
2019-04-12,Newcastle United,62.1
2019-04-20,Newcastle United,62.1
2019-04-27,Newcastle United,80.1
2019-05-04,Newcastle United,67.2
2019-05-12,Newcastle United,78.3
2019-08-11,Newcastle United,74.6
2019-08-17,Newcastle United,77.9
2019-08-25,Newcastle United,73.1
2019-08-31,Newcastle United,73.6
2019-09-14,Newcastle United,70.0
2019-09-21,Newcastle United,68.1
2019-09-29,Newcastle United,75.8
2019-10-06,Newcastle United,70.2
2019-10-19,Newcastle United,65.5
2019-10-27,Newcastle United,76.2
2019-11-02,Newcastle United,64.9
2019-11-09,Newcastle United,66.6
2019-11-25,Newcastle United,74.3
2019-11-30,Newcastle United,60.2
2019-12-05,Newcastle United,64.2
2019-12-08,Newcastle United,66.4
2019-12-14,Newcastle United,70.6
2019-12-21,Newcastle United,73.5
2019-12-26,Newcastle United,71.8
2019-12-28,Newcastle United,70.0
2020-01-01,Newcastle United,66.2
2020-01-11,Newcastle United,71.6
2020-01-18,Newcastle United,66.0
2020-01-21,Newcastle United,77.4
2020-02-01,Newcastle United,75.0
2020-02-16,Newcastle United,77.2
2020-02-22,Newcastle United,75.5
2020-02-29,Newcastle United,64.3
2020-03-07,Newcastle United,78.1
2020-06-21,Newcastle United,79.9
2020-06-24,Newcastle United,75.1
2020-07-01,Newcastle United,77.8
2020-07-05,Newcastle United,79.3
2020-07-08,Newcastle United,72.2
2020-07-11,Newcastle United,69.8
2020-07-15,Newcastle United,84.9
2020-07-20,Newcastle United,73.2
2020-07-26,Newcastle United,65.0
2020-09-12,Newcastle United,74.9
2020-09-20,Newcastle United,73.5
2020-09-27,Newcastle United,74.2
2020-10-03,Newcastle United,73.1
2020-10-17,Newcastle United,71.4
2020-10-25,Newcastle United,80.1
2020-11-01,Newcastle United,76.9
2020-11-06,Newcastle United,74.6
2020-11-21,Newcastle United,69.1
2020-11-27,Newcastle United,72.9
2020-12-12,Newcastle United,77.6
2020-12-16,Newcastle United,65.0
2020-12-19,Newcastle United,79.1
2020-12-26,Newcastle United,72.6
2020-12-30,Newcastle United,63.1
2021-01-03,Newcastle United,67.5
2021-01-12,Newcastle United,67.9
2021-01-18,Newcastle United,71.7
2021-01-23,Newcastle United,73.7
2021-01-26,Newcastle United,67.4
2021-01-30,Newcastle United,71.0
2021-02-02,Newcastle United,82.4
2021-02-06,Newcastle United,56.2
2021-02-15,Newcastle United,74.8
2021-02-21,Newcastle United,66.7
2021-02-27,Newcastle United,80.8
2021-03-07,Newcastle United,64.9
2021-03-12,Newcastle United,69.3
2021-03-20,Newcastle United,79.7
2021-04-04,Newcastle United,70.9
2021-04-11,Newcastle United,66.5
2021-04-17,Newcastle United,73.9
2021-04-24,Newcastle United,77.8
2021-05-02,Newcastle United,83.6
2021-05-07,Newcastle United,69.7
2021-05-14,Newcastle United,67.0
2021-05-19,Newcastle United,87.1
2021-05-23,Newcastle United,77.7
2021-08-15,Newcastle United,81.1
2021-08-21,Newcastle United,75.1
2021-08-28,Newcastle United,67.4
2021-09-11,Newcastle United,80.4
2021-09-17,Newcastle United,69.8
2021-09-25,Newcastle United,73.6
2021-10-02,Newcastle United,76.5
2021-10-17,Newcastle United,77.2
2021-10-23,Newcastle United,61.0
2021-10-30,Newcastle United,62.7
2021-11-06,Newcastle United,76.7
2021-11-20,Newcastle United,71.3
2021-11-27,Newcastle United,77.1
2021-11-30,Newcastle United,68.9
2021-12-04,Newcastle United,64.0
2021-12-12,Newcastle United,78.0
2021-12-16,Newcastle United,60.5
2021-12-19,Newcastle United,77.5
2021-12-27,Newcastle United,63.8
2022-01-15,Newcastle United,73.7
2022-01-22,Newcastle United,66.7
2022-02-08,Newcastle United,65.4
2022-02-13,Newcastle United,66.4
2022-02-19,Newcastle United,75.3
2022-02-26,Newcastle United,80.2
2022-03-05,Newcastle United,62.3
2022-03-10,Newcastle United,67.5
2022-03-13,Newcastle United,60.1
2022-03-17,Newcastle United,75.7
2022-04-03,Newcastle United,82.4
2022-04-08,Newcastle United,78.6
2022-04-17,Newcastle United,64.8
2022-04-20,Newcastle United,73.3
2022-04-23,Newcastle United,81.9
2022-04-30,Newcastle United,63.2
2022-05-08,Newcastle United,74.6
2022-05-16,Newcastle United,74.7
2022-05-22,Newcastle United,70.7
2018-08-11,Wolverhampton Wanderers,79.7
2018-08-18,Wolverhampton Wanderers,78.0
2018-08-25,Wolverhampton Wanderers,66.1
2018-09-01,Wolverhampton Wanderers,81.3
2018-09-16,Wolverhampton Wanderers,80.6
2018-09-22,Wolverhampton Wanderers,73.6
2018-09-29,Wolverhampton Wanderers,81.7
2018-10-06,Wolverhampton Wanderers,66.7
2018-10-20,Wolverhampton Wanderers,75.3
2018-10-27,Wolverhampton Wanderers,81.0
2018-11-03,Wolverhampton Wanderers,78.6
2018-11-11,Wolverhampton Wanderers,71.1
2018-11-25,Wolverhampton Wanderers,74.6
2018-11-30,Wolverhampton Wanderers,67.3
2018-12-05,Wolverhampton Wanderers,71.2
2018-12-09,Wolverhampton Wanderers,77.0
2018-12-15,Wolverhampton Wanderers,70.7
2018-12-21,Wolverhampton Wanderers,74.7
2018-12-26,Wolverhampton Wanderers,83.8
2018-12-29,Wolverhampton Wanderers,77.0
2019-01-02,Wolverhampton Wanderers,80.3
2019-01-14,Wolverhampton Wanderers,67.0
2019-01-19,Wolverhampton Wanderers,68.8
2019-01-29,Wolverhampton Wanderers,79.3
2019-02-02,Wolverhampton Wanderers,67.0
2019-02-11,Wolverhampton Wanderers,78.2
2019-02-23,Wolverhampton Wanderers,73.5
2019-02-26,Wolverhampton Wanderers,76.7
2019-03-02,Wolverhampton Wanderers,78.4
2019-03-10,Wolverhampton Wanderers,70.3
2019-03-30,Wolverhampton Wanderers,75.7
2019-04-02,Wolverhampton Wanderers,80.0
2019-04-13,Wolverhampton Wanderers,79.6
2019-04-20,Wolverhampton Wanderers,85.8
2019-04-24,Wolverhampton Wanderers,73.7
2019-04-27,Wolverhampton Wanderers,72.5
2019-05-04,Wolverhampton Wanderers,73.6
2019-05-12,Wolverhampton Wanderers,75.3
2019-08-11,Wolverhampton Wanderers,69.5
2019-08-19,Wolverhampton Wanderers,72.5
2019-08-25,Wolverhampton Wanderers,78.7
2019-09-01,Wolverhampton Wanderers,64.7
2019-09-14,Wolverhampton Wanderers,76.2
2019-09-22,Wolverhampton Wanderers,76.7
2019-09-28,Wolverhampton Wanderers,76.3
2019-10-06,Wolverhampton Wanderers,64.8
2019-10-19,Wolverhampton Wanderers,76.7
2019-10-27,Wolverhampton Wanderers,82.5
2019-11-02,Wolverhampton Wanderers,77.3
2019-11-10,Wolverhampton Wanderers,78.0
2019-11-23,Wolverhampton Wanderers,84.0
2019-12-01,Wolverhampton Wanderers,78.8
2019-12-04,Wolverhampton Wanderers,79.5
2019-12-08,Wolverhampton Wanderers,72.3
2019-12-15,Wolverhampton Wanderers,74.0
2019-12-21,Wolverhampton Wanderers,79.2
2019-12-27,Wolverhampton Wanderers,85.9
2019-12-29,Wolverhampton Wanderers,71.0
2020-01-01,Wolverhampton Wanderers,81.5
2020-01-11,Wolverhampton Wanderers,83.3
2020-01-18,Wolverhampton Wanderers,63.3
2020-01-23,Wolverhampton Wanderers,79.4
2020-02-01,Wolverhampton Wanderers,77.6
2020-02-14,Wolverhampton Wanderers,72.2
2020-02-23,Wolverhampton Wanderers,76.6
2020-03-01,Wolverhampton Wanderers,73.5
2020-03-07,Wolverhampton Wanderers,74.1
2020-06-20,Wolverhampton Wanderers,80.3
2020-06-24,Wolverhampton Wanderers,79.5
2020-06-27,Wolverhampton Wanderers,79.0
2020-07-04,Wolverhampton Wanderers,83.7
2020-07-08,Wolverhampton Wanderers,79.4
2020-07-12,Wolverhampton Wanderers,84.6
2020-07-15,Wolverhampton Wanderers,74.2
2020-07-20,Wolverhampton Wanderers,79.6
2020-07-26,Wolverhampton Wanderers,68.5
2020-09-14,Wolverhampton Wanderers,77.3
2020-09-21,Wolverhampton Wanderers,75.2
2020-09-27,Wolverhampton Wanderers,85.2
2020-10-04,Wolverhampton Wanderers,84.0
2020-10-19,Wolverhampton Wanderers,66.2
2020-10-25,Wolverhampton Wanderers,89.1
2020-10-30,Wolverhampton Wanderers,82.3
2020-11-08,Wolverhampton Wanderers,80.1
2020-11-23,Wolverhampton Wanderers,78.0
2020-11-29,Wolverhampton Wanderers,79.2
2020-12-06,Wolverhampton Wanderers,80.2
2020-12-12,Wolverhampton Wanderers,74.3
2020-12-15,Wolverhampton Wanderers,78.1
2020-12-21,Wolverhampton Wanderers,80.7
2020-12-27,Wolverhampton Wanderers,82.4
2020-12-29,Wolverhampton Wanderers,80.3
2021-01-02,Wolverhampton Wanderers,81.5
2021-01-12,Wolverhampton Wanderers,87.9
2021-01-16,Wolverhampton Wanderers,81.2
2021-01-27,Wolverhampton Wanderers,70.9
2021-01-30,Wolverhampton Wanderers,85.7
2021-02-02,Wolverhampton Wanderers,87.4
2021-02-07,Wolverhampton Wanderers,79.1
2021-02-14,Wolverhampton Wanderers,73.3
2021-02-19,Wolverhampton Wanderers,73.4
2021-02-27,Wolverhampton Wanderers,78.4
2021-03-02,Wolverhampton Wanderers,81.8
2021-03-06,Wolverhampton Wanderers,79.5
2021-03-15,Wolverhampton Wanderers,76.2
2021-04-05,Wolverhampton Wanderers,85.2
2021-04-09,Wolverhampton Wanderers,81.3
2021-04-17,Wolverhampton Wanderers,84.1
2021-04-25,Wolverhampton Wanderers,75.5
2021-05-03,Wolverhampton Wanderers,75.9
2021-05-09,Wolverhampton Wanderers,85.5
2021-05-16,Wolverhampton Wanderers,80.5
2021-05-19,Wolverhampton Wanderers,81.3
2021-05-23,Wolverhampton Wanderers,85.3
2021-08-14,Wolverhampton Wanderers,80.8
2021-08-22,Wolverhampton Wanderers,80.5
2021-08-29,Wolverhampton Wanderers,78.6
2021-09-11,Wolverhampton Wanderers,86.7
2021-09-18,Wolverhampton Wanderers,81.6
2021-09-26,Wolverhampton Wanderers,74.5
2021-10-02,Wolverhampton Wanderers,84.0
2021-10-16,Wolverhampton Wanderers,76.4
2021-10-23,Wolverhampton Wanderers,67.1
2021-11-01,Wolverhampton Wanderers,84.3
2021-11-06,Wolverhampton Wanderers,73.7
2021-11-20,Wolverhampton Wanderers,82.8
2021-11-27,Wolverhampton Wanderers,84.7
2021-12-01,Wolverhampton Wanderers,77.4
2021-12-04,Wolverhampton Wanderers,70.2
2021-12-11,Wolverhampton Wanderers,75.8
2021-12-15,Wolverhampton Wanderers,75.8
2021-12-19,Wolverhampton Wanderers,76.6
2022-01-03,Wolverhampton Wanderers,79.4
2022-01-15,Wolverhampton Wanderers,72.2
2022-01-22,Wolverhampton Wanderers,74.7
2022-02-10,Wolverhampton Wanderers,78.2
2022-02-13,Wolverhampton Wanderers,75.4
2022-02-20,Wolverhampton Wanderers,77.5
2022-02-24,Wolverhampton Wanderers,74.4
2022-02-27,Wolverhampton Wanderers,83.4
2022-03-05,Wolverhampton Wanderers,78.9
2022-03-10,Wolverhampton Wanderers,87.5
2022-03-13,Wolverhampton Wanderers,85.9
2022-03-18,Wolverhampton Wanderers,79.7
2022-04-02,Wolverhampton Wanderers,79.0
2022-04-08,Wolverhampton Wanderers,81.9
2022-04-24,Wolverhampton Wanderers,81.7
2022-04-30,Wolverhampton Wanderers,79.0
2022-05-07,Wolverhampton Wanderers,77.2
2022-05-11,Wolverhampton Wanderers,81.3
2022-05-15,Wolverhampton Wanderers,87.6
2022-05-22,Wolverhampton Wanderers,79.8
2017-08-12,Brighton & Hove Albion,58.9
2017-08-19,Brighton & Hove Albion,80.8
2017-08-26,Brighton & Hove Albion,79.1
2017-09-09,Brighton & Hove Albion,79.3
2017-09-15,Brighton & Hove Albion,72.1
2017-09-24,Brighton & Hove Albion,74.9
2017-10-01,Brighton & Hove Albion,72.9
2017-10-15,Brighton & Hove Albion,69.9
2017-10-20,Brighton & Hove Albion,71.9
2017-10-29,Brighton & Hove Albion,78.4
2017-11-04,Brighton & Hove Albion,68.0
2017-11-20,Brighton & Hove Albion,76.6
2017-11-25,Brighton & Hove Albion,75.0
2017-11-28,Brighton & Hove Albion,71.4
2017-12-02,Brighton & Hove Albion,80.0
2017-12-09,Brighton & Hove Albion,66.8
2017-12-13,Brighton & Hove Albion,64.3
2017-12-16,Brighton & Hove Albion,74.5
2017-12-23,Brighton & Hove Albion,74.5
2017-12-26,Brighton & Hove Albion,75.3
2017-12-30,Brighton & Hove Albion,75.5
2018-01-01,Brighton & Hove Albion,73.6
2018-01-13,Brighton & Hove Albion,73.5
2018-01-20,Brighton & Hove Albion,75.3
2018-01-31,Brighton & Hove Albion,64.6
2018-02-03,Brighton & Hove Albion,72.4
2018-02-10,Brighton & Hove Albion,62.8
2018-02-24,Brighton & Hove Albion,74.4
2018-03-04,Brighton & Hove Albion,68.3
2018-03-10,Brighton & Hove Albion,61.0
2018-03-31,Brighton & Hove Albion,69.0
2018-04-07,Brighton & Hove Albion,65.4
2018-04-14,Brighton & Hove Albion,69.0
2018-04-17,Brighton & Hove Albion,67.8
2018-04-28,Brighton & Hove Albion,70.6
2018-05-04,Brighton & Hove Albion,68.3
2018-05-09,Brighton & Hove Albion,77.1
2018-05-13,Brighton & Hove Albion,68.5
2018-08-11,Brighton & Hove Albion,74.4
2018-08-19,Brighton & Hove Albion,64.0
2018-08-25,Brighton & Hove Albion,70.8
2018-09-01,Brighton & Hove Albion,72.8
2018-09-17,Brighton & Hove Albion,75.4
2018-09-22,Brighton & Hove Albion,70.4
2018-09-29,Brighton & Hove Albion,64.8
2018-10-05,Brighton & Hove Albion,66.6
2018-10-20,Brighton & Hove Albion,60.1
2018-10-27,Brighton & Hove Albion,69.8
2018-11-03,Brighton & Hove Albion,67.0
2018-11-10,Brighton & Hove Albion,64.1
2018-11-24,Brighton & Hove Albion,73.7
2018-12-01,Brighton & Hove Albion,82.6
2018-12-04,Brighton & Hove Albion,68.4
2018-12-08,Brighton & Hove Albion,74.2
2018-12-16,Brighton & Hove Albion,78.3
2018-12-22,Brighton & Hove Albion,72.2
2018-12-26,Brighton & Hove Albion,72.3
2018-12-29,Brighton & Hove Albion,68.2
2019-01-02,Brighton & Hove Albion,74.2
2019-01-12,Brighton & Hove Albion,65.8
2019-01-19,Brighton & Hove Albion,76.4
2019-01-29,Brighton & Hove Albion,71.8
2019-02-02,Brighton & Hove Albion,74.1
2019-02-09,Brighton & Hove Albion,75.6
2019-02-26,Brighton & Hove Albion,76.3
2019-03-02,Brighton & Hove Albion,79.4
2019-03-09,Brighton & Hove Albion,71.5
2019-03-30,Brighton & Hove Albion,72.2
2019-04-03,Brighton & Hove Albion,77.7
2019-04-13,Brighton & Hove Albion,76.2
2019-04-16,Brighton & Hove Albion,75.8
2019-04-20,Brighton & Hove Albion,70.2
2019-04-23,Brighton & Hove Albion,52.7
2019-04-27,Brighton & Hove Albion,77.9
2019-05-05,Brighton & Hove Albion,68.2
2019-05-12,Brighton & Hove Albion,70.6
2019-08-10,Brighton & Hove Albion,76.4
2019-08-17,Brighton & Hove Albion,78.4
2019-08-24,Brighton & Hove Albion,73.1
2019-08-31,Brighton & Hove Albion,84.7
2019-09-14,Brighton & Hove Albion,74.0
2019-09-21,Brighton & Hove Albion,86.7
2019-09-28,Brighton & Hove Albion,81.6
2019-10-05,Brighton & Hove Albion,81.0
2019-10-19,Brighton & Hove Albion,82.6
2019-10-26,Brighton & Hove Albion,80.6
2019-11-02,Brighton & Hove Albion,82.5
2019-11-10,Brighton & Hove Albion,79.4
2019-11-23,Brighton & Hove Albion,81.1
2019-11-30,Brighton & Hove Albion,82.1
2019-12-05,Brighton & Hove Albion,79.7
2019-12-08,Brighton & Hove Albion,80.8
2019-12-16,Brighton & Hove Albion,81.1
2019-12-21,Brighton & Hove Albion,80.7
2019-12-26,Brighton & Hove Albion,78.1
2019-12-28,Brighton & Hove Albion,79.5
2020-01-01,Brighton & Hove Albion,76.9
2020-01-11,Brighton & Hove Albion,72.7
2020-01-18,Brighton & Hove Albion,77.7
2020-01-21,Brighton & Hove Albion,81.4
2020-02-01,Brighton & Hove Albion,82.3
2020-02-08,Brighton & Hove Albion,80.7
2020-02-22,Brighton & Hove Albion,66.7
2020-02-29,Brighton & Hove Albion,80.0
2020-03-07,Brighton & Hove Albion,81.4
2020-06-20,Brighton & Hove Albion,76.2
2020-06-23,Brighton & Hove Albion,68.1
2020-06-30,Brighton & Hove Albion,78.6
2020-07-04,Brighton & Hove Albion,80.9
2020-07-08,Brighton & Hove Albion,75.9
2020-07-11,Brighton & Hove Albion,75.1
2020-07-16,Brighton & Hove Albion,58.9
2020-07-20,Brighton & Hove Albion,85.6
2020-07-26,Brighton & Hove Albion,74.0
2020-09-14,Brighton & Hove Albion,80.4
2020-09-20,Brighton & Hove Albion,79.1
2020-09-26,Brighton & Hove Albion,81.6
2020-10-03,Brighton & Hove Albion,83.1
2020-10-18,Brighton & Hove Albion,81.7
2020-10-26,Brighton & Hove Albion,79.2
2020-11-01,Brighton & Hove Albion,78.5
2020-11-06,Brighton & Hove Albion,79.7
2020-11-21,Brighton & Hove Albion,78.7
2020-11-28,Brighton & Hove Albion,75.5
2020-12-07,Brighton & Hove Albion,70.2
2020-12-13,Brighton & Hove Albion,79.6
2020-12-16,Brighton & Hove Albion,70.7
2020-12-20,Brighton & Hove Albion,82.1
2020-12-27,Brighton & Hove Albion,80.6
2020-12-29,Brighton & Hove Albion,80.3
2021-01-02,Brighton & Hove Albion,85.1
2021-01-13,Brighton & Hove Albion,75.5
2021-01-16,Brighton & Hove Albion,66.1
2021-01-27,Brighton & Hove Albion,67.7
2021-01-31,Brighton & Hove Albion,77.8
2021-02-03,Brighton & Hove Albion,73.7
2021-02-06,Brighton & Hove Albion,74.7
2021-02-13,Brighton & Hove Albion,79.4
2021-02-22,Brighton & Hove Albion,85.1
2021-02-27,Brighton & Hove Albion,79.7
2021-03-06,Brighton & Hove Albion,71.9
2021-03-14,Brighton & Hove Albion,66.5
2021-03-20,Brighton & Hove Albion,88.1
2021-04-04,Brighton & Hove Albion,74.7
2021-04-12,Brighton & Hove Albion,79.7
2021-04-20,Brighton & Hove Albion,75.2
2021-04-24,Brighton & Hove Albion,85.2
2021-05-01,Brighton & Hove Albion,79.4
2021-05-09,Brighton & Hove Albion,81.1
2021-05-15,Brighton & Hove Albion,84.6
2021-05-18,Brighton & Hove Albion,87.6
2021-05-23,Brighton & Hove Albion,85.2
2021-08-14,Brighton & Hove Albion,81.6
2021-08-21,Brighton & Hove Albion,83.7
2021-08-28,Brighton & Hove Albion,85.7
2021-09-11,Brighton & Hove Albion,77.9
2021-09-19,Brighton & Hove Albion,74.9
2021-09-27,Brighton & Hove Albion,81.0
2021-10-02,Brighton & Hove Albion,81.8
2021-10-16,Brighton & Hove Albion,82.8
2021-10-23,Brighton & Hove Albion,82.5
2021-10-30,Brighton & Hove Albion,76.3
2021-11-06,Brighton & Hove Albion,89.3
2021-11-20,Brighton & Hove Albion,86.7
2021-11-27,Brighton & Hove Albion,75.7
2021-12-01,Brighton & Hove Albion,84.0
2021-12-04,Brighton & Hove Albion,69.6
2021-12-15,Brighton & Hove Albion,81.4
2021-12-26,Brighton & Hove Albion,78.3
2021-12-29,Brighton & Hove Albion,77.6
2022-01-02,Brighton & Hove Albion,71.7
2022-01-14,Brighton & Hove Albion,79.6
2022-01-18,Brighton & Hove Albion,79.2
2022-01-23,Brighton & Hove Albion,79.2
2022-02-12,Brighton & Hove Albion,77.8
2022-02-15,Brighton & Hove Albion,82.5
2022-02-19,Brighton & Hove Albion,81.6
2022-02-26,Brighton & Hove Albion,85.1
2022-03-05,Brighton & Hove Albion,79.8
2022-03-12,Brighton & Hove Albion,77.4
2022-03-16,Brighton & Hove Albion,82.3
2022-04-02,Brighton & Hove Albion,77.7
2022-04-09,Brighton & Hove Albion,68.7
2022-04-16,Brighton & Hove Albion,81.6
2022-04-20,Brighton & Hove Albion,71.7
2022-04-24,Brighton & Hove Albion,64.3
2022-04-30,Brighton & Hove Albion,81.7
2022-05-07,Brighton & Hove Albion,75.4
2022-05-15,Brighton & Hove Albion,74.4
2022-05-22,Brighton & Hove Albion,80.8





